unit	coeff
kPa/d-1/m2	1.15741e-12
kPa·d-1·m2	1.15741e-12
kPa.d-1.m2	1.15741e-12
kPa-d-1-m2	1.15741e-12
kPa⋅d-1⋅m2	1.15741e-12
m2d-1bar	1.1574100000000002e-14
m2 d-1 bar	1.1574100000000002e-14
m2/d-1/bar	1.1574100000000002e-14
m2·d-1·bar	1.1574100000000002e-14
m2.d-1.bar	1.1574100000000002e-14
m2-d-1-bar	1.1574100000000002e-14
m2⋅d-1⋅bar	1.1574100000000002e-14
m2bard-1	1.15741e-14
m2 bar d-1	1.15741e-14
m2/bar/d-1	1.15741e-14
m2·bar·d-1	1.15741e-14
m2.bar.d-1	1.15741e-14
m2-bar-d-1	1.15741e-14
m2⋅bar⋅d-1	1.15741e-14
d-1m2bar	1.1574100000000002e-14
d-1 m2 bar	1.1574100000000002e-14
d-1/m2/bar	1.1574100000000002e-14
d-1·m2·bar	1.1574100000000002e-14
d-1.m2.bar	1.1574100000000002e-14
d-1-m2-bar	1.1574100000000002e-14
d-1⋅m2⋅bar	1.1574100000000002e-14
d-1barm2	1.1574100000000002e-14
d-1 bar m2	1.1574100000000002e-14
d-1/bar/m2	1.1574100000000002e-14
d-1·bar·m2	1.1574100000000002e-14
d-1.bar.m2	1.1574100000000002e-14
d-1-bar-m2	1.1574100000000002e-14
d-1⋅bar⋅m2	1.1574100000000002e-14
barm2d-1	1.15741e-14
bar m2 d-1	1.15741e-14
bar/m2/d-1	1.15741e-14
bar·m2·d-1	1.15741e-14
bar.m2.d-1	1.15741e-14
bar-m2-d-1	1.15741e-14
bar⋅m2⋅d-1	1.15741e-14
bard-1m2	1.1574100000000002e-14
bar d-1 m2	1.1574100000000002e-14
bar/d-1/m2	1.1574100000000002e-14
bar·d-1·m2	1.1574100000000002e-14
bar.d-1.m2	1.1574100000000002e-14
bar-d-1-m2	1.1574100000000002e-14
bar⋅d-1⋅m2	1.1574100000000002e-14
m2d-1100 kPa	1.1574100000000002e-14
m2 d-1 100 kPa	1.1574100000000002e-14
m2/d-1/100 kPa	1.1574100000000002e-14
m2·d-1·100 kPa	1.1574100000000002e-14
m2.d-1.100 kPa	1.1574100000000002e-14
m2-d-1-100 kPa	1.1574100000000002e-14
m2⋅d-1⋅100 kPa	1.1574100000000002e-14
m2100 kPad-1	1.15741e-14
m2 100 kPa d-1	1.15741e-14
m2/100 kPa/d-1	1.15741e-14
m2·100 kPa·d-1	1.15741e-14
m2.100 kPa.d-1	1.15741e-14
m2-100 kPa-d-1	1.15741e-14
m2⋅100 kPa⋅d-1	1.15741e-14
d-1m2100 kPa	1.1574100000000002e-14
d-1 m2 100 kPa	1.1574100000000002e-14
d-1/m2/100 kPa	1.1574100000000002e-14
d-1·m2·100 kPa	1.1574100000000002e-14
d-1.m2.100 kPa	1.1574100000000002e-14
d-1-m2-100 kPa	1.1574100000000002e-14
d-1⋅m2⋅100 kPa	1.1574100000000002e-14
d-1100 kPam2	1.1574100000000002e-14
d-1 100 kPa m2	1.1574100000000002e-14
d-1/100 kPa/m2	1.1574100000000002e-14
d-1·100 kPa·m2	1.1574100000000002e-14
d-1.100 kPa.m2	1.1574100000000002e-14
d-1-100 kPa-m2	1.1574100000000002e-14
d-1⋅100 kPa⋅m2	1.1574100000000002e-14
100 kPam2d-1	1.15741e-14
100 kPa m2 d-1	1.15741e-14
100 kPa/m2/d-1	1.15741e-14
100 kPa·m2·d-1	1.15741e-14
100 kPa.m2.d-1	1.15741e-14
100 kPa-m2-d-1	1.15741e-14
100 kPa⋅m2⋅d-1	1.15741e-14
100 kPad-1m2	1.1574100000000002e-14
100 kPa d-1 m2	1.1574100000000002e-14
100 kPa/d-1/m2	1.1574100000000002e-14
100 kPa·d-1·m2	1.1574100000000002e-14
100 kPa.d-1.m2	1.1574100000000002e-14
100 kPa-d-1-m2	1.1574100000000002e-14
100 kPa⋅d-1⋅m2	1.1574100000000002e-14
m2d-1100kPa	1.1574100000000002e-14
m2 d-1 100kPa	1.1574100000000002e-14
m2/d-1/100kPa	1.1574100000000002e-14
m2·d-1·100kPa	1.1574100000000002e-14
m2.d-1.100kPa	1.1574100000000002e-14
m2-d-1-100kPa	1.1574100000000002e-14
m2⋅d-1⋅100kPa	1.1574100000000002e-14
m2100kPad-1	1.15741e-14
m2 100kPa d-1	1.15741e-14
m2/100kPa/d-1	1.15741e-14
m2·100kPa·d-1	1.15741e-14
m2.100kPa.d-1	1.15741e-14
m2-100kPa-d-1	1.15741e-14
m2⋅100kPa⋅d-1	1.15741e-14
d-1m2100kPa	1.1574100000000002e-14
d-1 m2 100kPa	1.1574100000000002e-14
d-1/m2/100kPa	1.1574100000000002e-14
d-1·m2·100kPa	1.1574100000000002e-14
d-1.m2.100kPa	1.1574100000000002e-14
d-1-m2-100kPa	1.1574100000000002e-14
d-1⋅m2⋅100kPa	1.1574100000000002e-14
d-1100kPam2	1.1574100000000002e-14
d-1 100kPa m2	1.1574100000000002e-14
d-1/100kPa/m2	1.1574100000000002e-14
d-1·100kPa·m2	1.1574100000000002e-14
d-1.100kPa.m2	1.1574100000000002e-14
d-1-100kPa-m2	1.1574100000000002e-14
d-1⋅100kPa⋅m2	1.1574100000000002e-14
100kPam2d-1	1.15741e-14
100kPa m2 d-1	1.15741e-14
100kPa/m2/d-1	1.15741e-14
100kPa·m2·d-1	1.15741e-14
100kPa.m2.d-1	1.15741e-14
100kPa-m2-d-1	1.15741e-14
100kPa⋅m2⋅d-1	1.15741e-14
100kPad-1m2	1.1574100000000002e-14
100kPa d-1 m2	1.1574100000000002e-14
100kPa/d-1/m2	1.1574100000000002e-14
100kPa·d-1·m2	1.1574100000000002e-14
100kPa.d-1.m2	1.1574100000000002e-14
100kPa-d-1-m2	1.1574100000000002e-14
100kPa⋅d-1⋅m2	1.1574100000000002e-14
m2d-1atm	1.1422745494300002e-14
m2 d-1 atm	1.1422745494300002e-14
m2/d-1/atm	1.1422745494300002e-14
m2·d-1·atm	1.1422745494300002e-14
m2.d-1.atm	1.1422745494300002e-14
m2-d-1-atm	1.1422745494300002e-14
m2⋅d-1⋅atm	1.1422745494300002e-14
m2atmd-1	1.14227454943e-14
m2 atm d-1	1.14227454943e-14
m2/atm/d-1	1.14227454943e-14
m2·atm·d-1	1.14227454943e-14
m2.atm.d-1	1.14227454943e-14
m2-atm-d-1	1.14227454943e-14
m2⋅atm⋅d-1	1.14227454943e-14
d-1m2atm	1.1422745494300002e-14
d-1 m2 atm	1.1422745494300002e-14
d-1/m2/atm	1.1422745494300002e-14
d-1·m2·atm	1.1422745494300002e-14
d-1.m2.atm	1.1422745494300002e-14
d-1-m2-atm	1.1422745494300002e-14
d-1⋅m2⋅atm	1.1422745494300002e-14
d-1atmm2	1.1422745494300002e-14
d-1 atm m2	1.1422745494300002e-14
d-1/atm/m2	1.1422745494300002e-14
d-1·atm·m2	1.1422745494300002e-14
d-1.atm.m2	1.1422745494300002e-14
d-1-atm-m2	1.1422745494300002e-14
d-1⋅atm⋅m2	1.1422745494300002e-14
atmm2d-1	1.14227454943e-14
atm m2 d-1	1.14227454943e-14
atm/m2/d-1	1.14227454943e-14
atm·m2·d-1	1.14227454943e-14
atm.m2.d-1	1.14227454943e-14
atm-m2-d-1	1.14227454943e-14
atm⋅m2⋅d-1	1.14227454943e-14
atmd-1m2	1.1422745494300002e-14
atm d-1 m2	1.1422745494300002e-14
atm/d-1/m2	1.1422745494300002e-14
atm·d-1·m2	1.1422745494300002e-14
atm.d-1.m2	1.1422745494300002e-14
atm-d-1-m2	1.1422745494300002e-14
atm⋅d-1⋅m2	1.1422745494300002e-14
m2d-1cmHg	8.681292594200001e-13
m2 d-1 cmHg	8.681292594200001e-13
m2/d-1/cmHg	8.681292594200001e-13
m2·d-1·cmHg	8.681292594200001e-13
m2.d-1.cmHg	8.681292594200001e-13
m2-d-1-cmHg	8.681292594200001e-13
m2⋅d-1⋅cmHg	8.681292594200001e-13
m2cmHgd-1	8.6812925942e-13
m2 cmHg d-1	8.6812925942e-13
m2/cmHg/d-1	8.6812925942e-13
m2·cmHg·d-1	8.6812925942e-13
m2.cmHg.d-1	8.6812925942e-13
m2-cmHg-d-1	8.6812925942e-13
m2⋅cmHg⋅d-1	8.6812925942e-13
d-1m2cmHg	8.681292594200001e-13
d-1 m2 cmHg	8.681292594200001e-13
d-1/m2/cmHg	8.681292594200001e-13
d-1·m2·cmHg	8.681292594200001e-13
d-1.m2.cmHg	8.681292594200001e-13
d-1-m2-cmHg	8.681292594200001e-13
d-1⋅m2⋅cmHg	8.681292594200001e-13
d-1cmHgm2	8.681292594200001e-13
d-1 cmHg m2	8.681292594200001e-13
d-1/cmHg/m2	8.681292594200001e-13
d-1·cmHg·m2	8.681292594200001e-13
d-1.cmHg.m2	8.681292594200001e-13
d-1-cmHg-m2	8.681292594200001e-13
d-1⋅cmHg⋅m2	8.681292594200001e-13
cmHgm2d-1	8.6812925942e-13
cmHg m2 d-1	8.6812925942e-13
cmHg/m2/d-1	8.6812925942e-13
cmHg·m2·d-1	8.6812925942e-13
cmHg.m2.d-1	8.6812925942e-13
cmHg-m2-d-1	8.6812925942e-13
cmHg⋅m2⋅d-1	8.6812925942e-13
cmHgd-1m2	8.681292594200001e-13
cmHg d-1 m2	8.681292594200001e-13
cmHg/d-1/m2	8.681292594200001e-13
cmHg·d-1·m2	8.681292594200001e-13
cmHg.d-1.m2	8.681292594200001e-13
cmHg-d-1-m2	8.681292594200001e-13
cmHg⋅d-1⋅m2	8.681292594200001e-13
m2d-1cm Hg	8.681292594200001e-13
m2 d-1 cm Hg	8.681292594200001e-13
m2/d-1/cm Hg	8.681292594200001e-13
m2·d-1·cm Hg	8.681292594200001e-13
m2.d-1.cm Hg	8.681292594200001e-13
m2-d-1-cm Hg	8.681292594200001e-13
m2⋅d-1⋅cm Hg	8.681292594200001e-13
m2cm Hgd-1	8.6812925942e-13
m2 cm Hg d-1	8.6812925942e-13
m2/cm Hg/d-1	8.6812925942e-13
m2·cm Hg·d-1	8.6812925942e-13
m2.cm Hg.d-1	8.6812925942e-13
m2-cm Hg-d-1	8.6812925942e-13
m2⋅cm Hg⋅d-1	8.6812925942e-13
d-1m2cm Hg	8.681292594200001e-13
d-1 m2 cm Hg	8.681292594200001e-13
d-1/m2/cm Hg	8.681292594200001e-13
d-1·m2·cm Hg	8.681292594200001e-13
d-1.m2.cm Hg	8.681292594200001e-13
d-1-m2-cm Hg	8.681292594200001e-13
d-1⋅m2⋅cm Hg	8.681292594200001e-13
d-1cm Hgm2	8.681292594200001e-13
d-1 cm Hg m2	8.681292594200001e-13
d-1/cm Hg/m2	8.681292594200001e-13
d-1·cm Hg·m2	8.681292594200001e-13
d-1.cm Hg.m2	8.681292594200001e-13
d-1-cm Hg-m2	8.681292594200001e-13
d-1⋅cm Hg⋅m2	8.681292594200001e-13
cm Hgm2d-1	8.6812925942e-13
cm Hg m2 d-1	8.6812925942e-13
cm Hg/m2/d-1	8.6812925942e-13
cm Hg·m2·d-1	8.6812925942e-13
cm Hg.m2.d-1	8.6812925942e-13
cm Hg-m2-d-1	8.6812925942e-13
cm Hg⋅m2⋅d-1	8.6812925942e-13
cm Hgd-1m2	8.681292594200001e-13
cm Hg d-1 m2	8.681292594200001e-13
cm Hg/d-1/m2	8.681292594200001e-13
cm Hg·d-1·m2	8.681292594200001e-13
cm Hg.d-1.m2	8.681292594200001e-13
cm Hg-d-1-m2	8.681292594200001e-13
cm Hg⋅d-1⋅m2	8.681292594200001e-13
m2d-1mmAq	1.1802341251999999e-10
m2 d-1 mmAq	1.1802341251999999e-10
m2/d-1/mmAq	1.1802341251999999e-10
m2·d-1·mmAq	1.1802341251999999e-10
m2.d-1.mmAq	1.1802341251999999e-10
m2-d-1-mmAq	1.1802341251999999e-10
m2⋅d-1⋅mmAq	1.1802341251999999e-10
m2mmAqd-1	1.1802341251999999e-10
m2 mmAq d-1	1.1802341251999999e-10
m2/mmAq/d-1	1.1802341251999999e-10
m2·mmAq·d-1	1.1802341251999999e-10
m2.mmAq.d-1	1.1802341251999999e-10
m2-mmAq-d-1	1.1802341251999999e-10
m2⋅mmAq⋅d-1	1.1802341251999999e-10
d-1m2mmAq	1.1802341251999999e-10
d-1 m2 mmAq	1.1802341251999999e-10
d-1/m2/mmAq	1.1802341251999999e-10
d-1·m2·mmAq	1.1802341251999999e-10
d-1.m2.mmAq	1.1802341251999999e-10
d-1-m2-mmAq	1.1802341251999999e-10
d-1⋅m2⋅mmAq	1.1802341251999999e-10
d-1mmAqm2	1.1802341251999999e-10
d-1 mmAq m2	1.1802341251999999e-10
d-1/mmAq/m2	1.1802341251999999e-10
d-1·mmAq·m2	1.1802341251999999e-10
d-1.mmAq.m2	1.1802341251999999e-10
d-1-mmAq-m2	1.1802341251999999e-10
d-1⋅mmAq⋅m2	1.1802341251999999e-10
mmAqm2d-1	1.1802341251999999e-10
mmAq m2 d-1	1.1802341251999999e-10
mmAq/m2/d-1	1.1802341251999999e-10
mmAq·m2·d-1	1.1802341251999999e-10
mmAq.m2.d-1	1.1802341251999999e-10
mmAq-m2-d-1	1.1802341251999999e-10
mmAq⋅m2⋅d-1	1.1802341251999999e-10
mmAqd-1m2	1.1802341251999999e-10
mmAq d-1 m2	1.1802341251999999e-10
mmAq/d-1/m2	1.1802341251999999e-10
mmAq·d-1·m2	1.1802341251999999e-10
mmAq.d-1.m2	1.1802341251999999e-10
mmAq-d-1-m2	1.1802341251999999e-10
mmAq⋅d-1⋅m2	1.1802341251999999e-10
m2d-1Pa-1	1.15741e-09
m2 d-1 Pa-1	1.15741e-09
m2/d-1/Pa-1	1.15741e-09
m2·d-1·Pa-1	1.15741e-09
m2.d-1.Pa-1	1.15741e-09
m2-d-1-Pa-1	1.15741e-09
m2⋅d-1⋅Pa-1	1.15741e-09
m2Pa-1d-1	1.15741e-09
m2 Pa-1 d-1	1.15741e-09
m2/Pa-1/d-1	1.15741e-09
m2·Pa-1·d-1	1.15741e-09
m2.Pa-1.d-1	1.15741e-09
m2-Pa-1-d-1	1.15741e-09
m2⋅Pa-1⋅d-1	1.15741e-09
d-1m2Pa-1	1.15741e-09
d-1 m2 Pa-1	1.15741e-09
d-1/m2/Pa-1	1.15741e-09
d-1·m2·Pa-1	1.15741e-09
d-1.m2.Pa-1	1.15741e-09
d-1-m2-Pa-1	1.15741e-09
d-1⋅m2⋅Pa-1	1.15741e-09
d-1Pa-1m2	1.15741e-09
d-1 Pa-1 m2	1.15741e-09
d-1/Pa-1/m2	1.15741e-09
d-1·Pa-1·m2	1.15741e-09
d-1.Pa-1.m2	1.15741e-09
d-1-Pa-1-m2	1.15741e-09
d-1⋅Pa-1⋅m2	1.15741e-09
Pa-1m2d-1	1.15741e-09
Pa-1 m2 d-1	1.15741e-09
Pa-1/m2/d-1	1.15741e-09
Pa-1·m2·d-1	1.15741e-09
Pa-1.m2.d-1	1.15741e-09
Pa-1-m2-d-1	1.15741e-09
Pa-1⋅m2⋅d-1	1.15741e-09
Pa-1d-1m2	1.15741e-09
Pa-1 d-1 m2	1.15741e-09
Pa-1/d-1/m2	1.15741e-09
Pa-1·d-1·m2	1.15741e-09
Pa-1.d-1.m2	1.15741e-09
Pa-1-d-1-m2	1.15741e-09
Pa-1⋅d-1⋅m2	1.15741e-09
m2d-1pa-1	1.15741e-09
m2 d-1 pa-1	1.15741e-09
m2/d-1/pa-1	1.15741e-09
m2·d-1·pa-1	1.15741e-09
m2.d-1.pa-1	1.15741e-09
m2-d-1-pa-1	1.15741e-09
m2⋅d-1⋅pa-1	1.15741e-09
m2pa-1d-1	1.15741e-09
m2 pa-1 d-1	1.15741e-09
m2/pa-1/d-1	1.15741e-09
m2·pa-1·d-1	1.15741e-09
m2.pa-1.d-1	1.15741e-09
m2-pa-1-d-1	1.15741e-09
m2⋅pa-1⋅d-1	1.15741e-09
d-1m2pa-1	1.15741e-09
d-1 m2 pa-1	1.15741e-09
d-1/m2/pa-1	1.15741e-09
d-1·m2·pa-1	1.15741e-09
d-1.m2.pa-1	1.15741e-09
d-1-m2-pa-1	1.15741e-09
d-1⋅m2⋅pa-1	1.15741e-09
d-1pa-1m2	1.15741e-09
d-1 pa-1 m2	1.15741e-09
d-1/pa-1/m2	1.15741e-09
d-1·pa-1·m2	1.15741e-09
d-1.pa-1.m2	1.15741e-09
d-1-pa-1-m2	1.15741e-09
d-1⋅pa-1⋅m2	1.15741e-09
pa-1m2d-1	1.15741e-09
pa-1 m2 d-1	1.15741e-09
pa-1/m2/d-1	1.15741e-09
pa-1·m2·d-1	1.15741e-09
pa-1.m2.d-1	1.15741e-09
pa-1-m2-d-1	1.15741e-09
pa-1⋅m2⋅d-1	1.15741e-09
pa-1d-1m2	1.15741e-09
pa-1 d-1 m2	1.15741e-09
pa-1/d-1/m2	1.15741e-09
pa-1·d-1·m2	1.15741e-09
pa-1.d-1.m2	1.15741e-09
pa-1-d-1-m2	1.15741e-09
pa-1⋅d-1⋅m2	1.15741e-09
m2d-1kPa-1	1.15741e-12
m2 d-1 kPa-1	1.15741e-12
m2/d-1/kPa-1	1.15741e-12
m2·d-1·kPa-1	1.15741e-12
m2.d-1.kPa-1	1.15741e-12
m2-d-1-kPa-1	1.15741e-12
m2⋅d-1⋅kPa-1	1.15741e-12
m2kPa-1d-1	1.15741e-12
m2 kPa-1 d-1	1.15741e-12
m2/kPa-1/d-1	1.15741e-12
m2·kPa-1·d-1	1.15741e-12
m2.kPa-1.d-1	1.15741e-12
m2-kPa-1-d-1	1.15741e-12
m2⋅kPa-1⋅d-1	1.15741e-12
d-1m2kPa-1	1.15741e-12
d-1 m2 kPa-1	1.15741e-12
d-1/m2/kPa-1	1.15741e-12
d-1·m2·kPa-1	1.15741e-12
d-1.m2.kPa-1	1.15741e-12
d-1-m2-kPa-1	1.15741e-12
d-1⋅m2⋅kPa-1	1.15741e-12
d-1kPa-1m2	1.15741e-12
d-1 kPa-1 m2	1.15741e-12
d-1/kPa-1/m2	1.15741e-12
d-1·kPa-1·m2	1.15741e-12
d-1.kPa-1.m2	1.15741e-12
d-1-kPa-1-m2	1.15741e-12
d-1⋅kPa-1⋅m2	1.15741e-12
kPa-1m2d-1	1.15741e-12
kPa-1 m2 d-1	1.15741e-12
kPa-1/m2/d-1	1.15741e-12
kPa-1·m2·d-1	1.15741e-12
kPa-1.m2.d-1	1.15741e-12
kPa-1-m2-d-1	1.15741e-12
kPa-1⋅m2⋅d-1	1.15741e-12
kPa-1d-1m2	1.15741e-12
kPa-1 d-1 m2	1.15741e-12
kPa-1/d-1/m2	1.15741e-12
kPa-1·d-1·m2	1.15741e-12
kPa-1.d-1.m2	1.15741e-12
kPa-1-d-1-m2	1.15741e-12
kPa-1⋅d-1⋅m2	1.15741e-12
m2d-1bar-1	1.1574100000000002e-14
m2 d-1 bar-1	1.1574100000000002e-14
m2/d-1/bar-1	1.1574100000000002e-14
m2·d-1·bar-1	1.1574100000000002e-14
m2.d-1.bar-1	1.1574100000000002e-14
m2-d-1-bar-1	1.1574100000000002e-14
m2⋅d-1⋅bar-1	1.1574100000000002e-14
m2bar-1d-1	1.15741e-14
m2 bar-1 d-1	1.15741e-14
m2/bar-1/d-1	1.15741e-14
m2·bar-1·d-1	1.15741e-14
m2.bar-1.d-1	1.15741e-14
m2-bar-1-d-1	1.15741e-14
m2⋅bar-1⋅d-1	1.15741e-14
d-1m2bar-1	1.1574100000000002e-14
d-1 m2 bar-1	1.1574100000000002e-14
d-1/m2/bar-1	1.1574100000000002e-14
d-1·m2·bar-1	1.1574100000000002e-14
d-1.m2.bar-1	1.1574100000000002e-14
d-1-m2-bar-1	1.1574100000000002e-14
d-1⋅m2⋅bar-1	1.1574100000000002e-14
d-1bar-1m2	1.1574100000000002e-14
d-1 bar-1 m2	1.1574100000000002e-14
d-1/bar-1/m2	1.1574100000000002e-14
d-1·bar-1·m2	1.1574100000000002e-14
d-1.bar-1.m2	1.1574100000000002e-14
d-1-bar-1-m2	1.1574100000000002e-14
d-1⋅bar-1⋅m2	1.1574100000000002e-14
bar-1m2d-1	1.15741e-14
bar-1 m2 d-1	1.15741e-14
bar-1/m2/d-1	1.15741e-14
bar-1·m2·d-1	1.15741e-14
bar-1.m2.d-1	1.15741e-14
bar-1-m2-d-1	1.15741e-14
bar-1⋅m2⋅d-1	1.15741e-14
bar-1d-1m2	1.1574100000000002e-14
bar-1 d-1 m2	1.1574100000000002e-14
bar-1/d-1/m2	1.1574100000000002e-14
bar-1·d-1·m2	1.1574100000000002e-14
bar-1.d-1.m2	1.1574100000000002e-14
bar-1-d-1-m2	1.1574100000000002e-14
bar-1⋅d-1⋅m2	1.1574100000000002e-14
m2d-1100kPa-1	1.1574100000000002e-14
m2 d-1 100kPa-1	1.1574100000000002e-14
m2/d-1/100kPa-1	1.1574100000000002e-14
m2·d-1·100kPa-1	1.1574100000000002e-14
m2.d-1.100kPa-1	1.1574100000000002e-14
m2-d-1-100kPa-1	1.1574100000000002e-14
m2⋅d-1⋅100kPa-1	1.1574100000000002e-14
m2100kPa-1d-1	1.15741e-14
m2 100kPa-1 d-1	1.15741e-14
m2/100kPa-1/d-1	1.15741e-14
m2·100kPa-1·d-1	1.15741e-14
m2.100kPa-1.d-1	1.15741e-14
m2-100kPa-1-d-1	1.15741e-14
m2⋅100kPa-1⋅d-1	1.15741e-14
d-1m2100kPa-1	1.1574100000000002e-14
d-1 m2 100kPa-1	1.1574100000000002e-14
d-1/m2/100kPa-1	1.1574100000000002e-14
d-1·m2·100kPa-1	1.1574100000000002e-14
d-1.m2.100kPa-1	1.1574100000000002e-14
d-1-m2-100kPa-1	1.1574100000000002e-14
d-1⋅m2⋅100kPa-1	1.1574100000000002e-14
d-1100kPa-1m2	1.1574100000000002e-14
d-1 100kPa-1 m2	1.1574100000000002e-14
d-1/100kPa-1/m2	1.1574100000000002e-14
d-1·100kPa-1·m2	1.1574100000000002e-14
d-1.100kPa-1.m2	1.1574100000000002e-14
d-1-100kPa-1-m2	1.1574100000000002e-14
d-1⋅100kPa-1⋅m2	1.1574100000000002e-14
100kPa-1m2d-1	1.15741e-14
100kPa-1 m2 d-1	1.15741e-14
100kPa-1/m2/d-1	1.15741e-14
100kPa-1·m2·d-1	1.15741e-14
100kPa-1.m2.d-1	1.15741e-14
100kPa-1-m2-d-1	1.15741e-14
100kPa-1⋅m2⋅d-1	1.15741e-14
100kPa-1d-1m2	1.1574100000000002e-14
100kPa-1 d-1 m2	1.1574100000000002e-14
100kPa-1/d-1/m2	1.1574100000000002e-14
100kPa-1·d-1·m2	1.1574100000000002e-14
100kPa-1.d-1.m2	1.1574100000000002e-14
100kPa-1-d-1-m2	1.1574100000000002e-14
100kPa-1⋅d-1⋅m2	1.1574100000000002e-14
m2d-1atm-1	1.1422745494300002e-14
m2 d-1 atm-1	1.1422745494300002e-14
m2/d-1/atm-1	1.1422745494300002e-14
m2·d-1·atm-1	1.1422745494300002e-14
m2.d-1.atm-1	1.1422745494300002e-14
m2-d-1-atm-1	1.1422745494300002e-14
m2⋅d-1⋅atm-1	1.1422745494300002e-14
m2atm-1d-1	1.14227454943e-14
m2 atm-1 d-1	1.14227454943e-14
m2/atm-1/d-1	1.14227454943e-14
m2·atm-1·d-1	1.14227454943e-14
m2.atm-1.d-1	1.14227454943e-14
m2-atm-1-d-1	1.14227454943e-14
m2⋅atm-1⋅d-1	1.14227454943e-14
d-1m2atm-1	1.1422745494300002e-14
d-1 m2 atm-1	1.1422745494300002e-14
d-1/m2/atm-1	1.1422745494300002e-14
d-1·m2·atm-1	1.1422745494300002e-14
d-1.m2.atm-1	1.1422745494300002e-14
d-1-m2-atm-1	1.1422745494300002e-14
d-1⋅m2⋅atm-1	1.1422745494300002e-14
d-1atm-1m2	1.1422745494300002e-14
d-1 atm-1 m2	1.1422745494300002e-14
d-1/atm-1/m2	1.1422745494300002e-14
d-1·atm-1·m2	1.1422745494300002e-14
d-1.atm-1.m2	1.1422745494300002e-14
d-1-atm-1-m2	1.1422745494300002e-14
d-1⋅atm-1⋅m2	1.1422745494300002e-14
atm-1m2d-1	1.14227454943e-14
atm-1 m2 d-1	1.14227454943e-14
atm-1/m2/d-1	1.14227454943e-14
atm-1·m2·d-1	1.14227454943e-14
atm-1.m2.d-1	1.14227454943e-14
atm-1-m2-d-1	1.14227454943e-14
atm-1⋅m2⋅d-1	1.14227454943e-14
atm-1d-1m2	1.1422745494300002e-14
atm-1 d-1 m2	1.1422745494300002e-14
atm-1/d-1/m2	1.1422745494300002e-14
atm-1·d-1·m2	1.1422745494300002e-14
atm-1.d-1.m2	1.1422745494300002e-14
atm-1-d-1-m2	1.1422745494300002e-14
atm-1⋅d-1⋅m2	1.1422745494300002e-14
m2d-1cmHg-1	8.681292594200001e-13
m2 d-1 cmHg-1	8.681292594200001e-13
m2/d-1/cmHg-1	8.681292594200001e-13
m2·d-1·cmHg-1	8.681292594200001e-13
m2.d-1.cmHg-1	8.681292594200001e-13
m2-d-1-cmHg-1	8.681292594200001e-13
m2⋅d-1⋅cmHg-1	8.681292594200001e-13
m2cmHg-1d-1	8.6812925942e-13
m2 cmHg-1 d-1	8.6812925942e-13
m2/cmHg-1/d-1	8.6812925942e-13
m2·cmHg-1·d-1	8.6812925942e-13
m2.cmHg-1.d-1	8.6812925942e-13
m2-cmHg-1-d-1	8.6812925942e-13
m2⋅cmHg-1⋅d-1	8.6812925942e-13
d-1m2cmHg-1	8.681292594200001e-13
d-1 m2 cmHg-1	8.681292594200001e-13
d-1/m2/cmHg-1	8.681292594200001e-13
d-1·m2·cmHg-1	8.681292594200001e-13
d-1.m2.cmHg-1	8.681292594200001e-13
d-1-m2-cmHg-1	8.681292594200001e-13
d-1⋅m2⋅cmHg-1	8.681292594200001e-13
d-1cmHg-1m2	8.681292594200001e-13
d-1 cmHg-1 m2	8.681292594200001e-13
d-1/cmHg-1/m2	8.681292594200001e-13
d-1·cmHg-1·m2	8.681292594200001e-13
d-1.cmHg-1.m2	8.681292594200001e-13
d-1-cmHg-1-m2	8.681292594200001e-13
d-1⋅cmHg-1⋅m2	8.681292594200001e-13
cmHg-1m2d-1	8.6812925942e-13
cmHg-1 m2 d-1	8.6812925942e-13
cmHg-1/m2/d-1	8.6812925942e-13
cmHg-1·m2·d-1	8.6812925942e-13
cmHg-1.m2.d-1	8.6812925942e-13
cmHg-1-m2-d-1	8.6812925942e-13
cmHg-1⋅m2⋅d-1	8.6812925942e-13
cmHg-1d-1m2	8.681292594200001e-13
cmHg-1 d-1 m2	8.681292594200001e-13
cmHg-1/d-1/m2	8.681292594200001e-13
cmHg-1·d-1·m2	8.681292594200001e-13
cmHg-1.d-1.m2	8.681292594200001e-13
cmHg-1-d-1-m2	8.681292594200001e-13
cmHg-1⋅d-1⋅m2	8.681292594200001e-13
m2d-1cm Hg-1	8.681292594200001e-13
m2 d-1 cm Hg-1	8.681292594200001e-13
m2/d-1/cm Hg-1	8.681292594200001e-13
m2·d-1·cm Hg-1	8.681292594200001e-13
m2.d-1.cm Hg-1	8.681292594200001e-13
m2-d-1-cm Hg-1	8.681292594200001e-13
m2⋅d-1⋅cm Hg-1	8.681292594200001e-13
m2cm Hg-1d-1	8.6812925942e-13
m2 cm Hg-1 d-1	8.6812925942e-13
m2/cm Hg-1/d-1	8.6812925942e-13
m2·cm Hg-1·d-1	8.6812925942e-13
m2.cm Hg-1.d-1	8.6812925942e-13
m2-cm Hg-1-d-1	8.6812925942e-13
m2⋅cm Hg-1⋅d-1	8.6812925942e-13
d-1m2cm Hg-1	8.681292594200001e-13
d-1 m2 cm Hg-1	8.681292594200001e-13
d-1/m2/cm Hg-1	8.681292594200001e-13
d-1·m2·cm Hg-1	8.681292594200001e-13
d-1.m2.cm Hg-1	8.681292594200001e-13
